date,close,volume,company
2022-01-14,173.07,80355000.0,AAPL
2022-01-13,172.19,81572060.0,AAPL
2022-01-12,175.53,70577429.0,AAPL
2022-01-11,175.08,76015600.0,AAPL
2022-01-10,172.19,106606900.0,AAPL
2022-01-07,172.17,86580100.0,AAPL
2022-01-06,172.0,96751000.0,AAPL
2022-01-05,174.92,94218700.0,AAPL
2022-01-04,179.7,99310448.0,AAPL
2022-01-03,182.01,104487900.0,AAPL
2021-12-31,177.57,64062262.0,AAPL
2021-12-30,178.2,59619100.0,AAPL
2021-12-29,179.38,62231200.0,AAPL
2021-12-28,179.29,76421728.0,AAPL
2021-12-27,180.33,73006629.0,AAPL
2021-12-23,176.28,68227500.0,AAPL
2021-12-22,175.64,92004100.0,AAPL
2021-12-21,172.99,85845000.0,AAPL
2021-12-20,169.75,107313400.0,AAPL
2021-12-17,171.14,195432700.0,AAPL
2021-12-16,172.26,149964200.0,AAPL
2021-12-15,179.3,130687600.0,AAPL
2021-12-14,174.33,139285700.0,AAPL
2021-12-13,175.74,151103753.0,AAPL
2021-12-10,179.45,110986702.0,AAPL
2021-12-09,174.56,107976382.0,AAPL
2021-12-08,175.08,116998851.0,AAPL
2021-12-07,171.18,117482381.0,AAPL
2021-12-06,165.32,107496982.0,AAPL
2021-12-03,161.84,117938300.0,AAPL
2021-12-02,163.76,136474900.0,AAPL
2021-12-01,164.77,145135682.0,AAPL
2021-11-30,165.3,173758500.0,AAPL
2021-11-29,160.24,88748217.0,AAPL
2021-11-26,156.81,76959800.0,AAPL
2021-11-24,161.94,69342151.0,AAPL
2021-11-23,161.41,96041899.0,AAPL
2021-11-22,161.02,117467889.0,AAPL
2021-11-19,160.55,117147500.0,AAPL
2021-11-18,157.87,137659100.0,AAPL
2021-11-17,153.49,88807000.0,AAPL
2021-11-16,151.0,59047800.0,AAPL
2021-11-15,150.0,59077700.0,AAPL
2021-11-12,149.99,63632600.0,AAPL
2021-11-11,147.87,40788000.0,AAPL
2021-11-10,147.92,65187092.0,AAPL
2021-11-09,150.81,52994252.0,AAPL
2021-11-08,150.44,54773446.0,AAPL
2021-11-05,151.28,65414600.0,AAPL
2021-11-04,150.96,60278200.0,AAPL
2021-11-03,151.49,51035964.0,AAPL
2021-11-02,150.02,69064800.0,AAPL
2021-11-01,148.96,74588258.0,AAPL
2021-10-29,149.8,124850400.0,AAPL
2021-10-28,152.57,100077888.0,AAPL
2021-10-27,148.85,51361252.0,AAPL
2021-10-26,149.32,60811700.0,AAPL
2021-10-25,148.64,50720561.0,AAPL
2021-10-22,148.69,58839600.0,AAPL
2021-10-21,149.48,61314200.0,AAPL
2021-10-20,149.26,58418788.0,AAPL
2021-10-19,148.76,76248300.0,AAPL
2021-10-18,146.55,79797028.0,AAPL
2021-10-15,144.84,67885200.0,AAPL
2021-10-14,143.76,69907100.0,AAPL
2021-10-13,140.91,74732031.0,AAPL
2021-10-12,141.51,73035862.0,AAPL
2021-10-11,142.81,63012662.0,AAPL
2021-10-08,142.9,58718700.0,AAPL
2021-10-07,143.29,61732656.0,AAPL
2021-10-06,142.0,83049259.0,AAPL
2021-10-05,141.11,80861062.0,AAPL
2021-10-04,139.14,98078066.0,AAPL
2021-10-01,142.65,94639581.0,AAPL
2021-09-30,141.5,88625397.0,AAPL
2021-09-29,142.83,74602044.0,AAPL
2021-09-28,141.91,108972340.0,AAPL
2021-09-27,145.37,73852016.0,AAPL
2021-09-24,146.92,53434200.0,AAPL
2021-09-23,146.83,64838170.0,AAPL
2021-09-22,145.85,76404341.0,AAPL
2021-09-21,143.43,75833962.0,AAPL
2021-09-20,142.94,123478863.0,AAPL
2021-09-17,146.06,129728700.0,AAPL
2021-09-16,148.79,67901433.0,AAPL
2021-09-15,149.03,79159981.0,AAPL
2021-09-14,148.12,109296295.0,AAPL
2021-09-13,149.55,102404329.0,AAPL
2021-09-10,148.97,140646400.0,AAPL
2021-09-09,154.07,54962409.0,AAPL
2021-09-08,155.11,74160481.0,AAPL
2021-09-07,156.69,80079257.0,AAPL
2021-09-03,154.3,57808700.0,AAPL
2021-09-02,153.65,69600446.0,AAPL
2021-09-01,152.51,80313711.0,AAPL
2021-08-31,151.83,86453117.0,AAPL
2021-08-30,153.12,90956723.0,AAPL
2021-08-27,148.6,55721500.0,AAPL
2021-08-26,147.54,47601827.0,AAPL
2021-08-25,148.36,57790733.0,AAPL
2021-08-24,149.62,48606428.0,AAPL
2021-08-23,149.71,60131810.0,AAPL
2021-08-20,148.19,59947400.0,AAPL
2021-08-19,146.7,81030081.0,AAPL
2021-08-18,146.36,86325990.0,AAPL
2021-08-17,150.19,91690172.0,AAPL
2021-08-16,151.12,103558782.0,AAPL
2021-08-13,149.1,59318800.0,AAPL
2021-08-12,148.89,72282600.0,AAPL
2021-08-11,145.86,48493463.0,AAPL
2021-08-10,145.6,69023081.0,AAPL
2021-08-09,146.09,48802159.0,AAPL
2021-08-06,146.14,54067400.0,AAPL
2021-08-05,147.06,46236448.0,AAPL
2021-08-04,146.95,53941624.0,AAPL
2021-08-03,147.36,64433620.0,AAPL
2021-08-02,145.52,60129097.0,AAPL
2021-07-30,145.86,70382000.0,AAPL
2021-07-29,145.64,52800323.0,AAPL
2021-07-28,144.98,113982837.0,AAPL
2021-07-27,146.77,94028352.0,AAPL
2021-07-26,148.99,71987172.0,AAPL
2021-07-23,148.56,71361600.0,AAPL
2021-07-22,146.8,74144058.0,AAPL
2021-07-21,145.4,71439047.0,AAPL
2021-07-20,146.15,95496549.0,AAPL
2021-07-19,142.45,116136809.0,AAPL
2021-07-16,146.39,93100300.0,AAPL
2021-07-15,148.48,104023741.0,AAPL
2021-07-14,149.15,127050785.0,AAPL
2021-07-13,145.64,98214828.0,AAPL
2021-07-12,144.5,73241264.0,AAPL
2021-07-09,145.11,99788400.0,AAPL
2021-07-08,143.24,103561917.0,AAPL
2021-07-07,144.57,104591949.0,AAPL
2021-07-06,142.02,108181793.0,AAPL
2021-07-02,139.96,78852600.0,AAPL
2021-07-01,137.27,52485781.0,AAPL
2021-06-30,136.96,63261393.0,AAPL
